condition,method,sample,bit_accuracy,ber,message_accuracy,selected_oracle_candidate,dcss_usage_rate
crop50,PMFA,80,0.7666666507720947,0.23333334922790527,0.0,0.0,
crop50,PMFA,81,0.6333333253860474,0.36666667461395264,0.0,1.0,
crop50,PMFA,82,0.800000011920929,0.19999998807907104,0.0,0.0,
crop50,PMFA,83,0.9333333373069763,0.06666666269302368,0.0,1.0,
crop50,PMFA,84,0.9333333373069763,0.06666666269302368,0.0,1.0,
crop50,PMFA,85,0.9333333373069763,0.06666666269302368,0.0,0.0,
crop50,PMFA,86,0.800000011920929,0.19999998807907104,0.0,0.0,
crop50,PMFA,87,0.8666666746139526,0.13333332538604736,0.0,0.0,
crop50,PMFA,88,0.9666666388511658,0.03333336114883423,0.0,0.0,
crop50,PMFA,89,0.800000011920929,0.19999998807907104,0.0,1.0,
crop50,PMFA,90,0.800000011920929,0.19999998807907104,0.0,0.0,
crop50,PMFA,91,0.5666666626930237,0.4333333373069763,0.0,0.0,
crop50,PMFA,92,1.0,0.0,1.0,0.0,
crop50,PMFA,93,1.0,0.0,1.0,0.0,
crop50,PMFA,94,0.9666666388511658,0.03333336114883423,0.0,0.0,
crop50,PMFA,95,0.9333333373069763,0.06666666269302368,0.0,0.0,
crop50,PMFA,96,0.9333333373069763,0.06666666269302368,0.0,0.0,
crop50,PMFA,97,0.9333333373069763,0.06666666269302368,0.0,0.0,
crop50,PMFA,98,0.9666666388511658,0.03333336114883423,0.0,0.0,
crop50,PMFA,99,0.8333333134651184,0.1666666865348816,0.0,0.0,
crop50,PMFA,100,1.0,0.0,1.0,0.0,
crop50,PMFA,101,0.9333333373069763,0.06666666269302368,0.0,0.0,
crop50,PMFA,102,0.8333333134651184,0.1666666865348816,0.0,0.0,
crop50,PMFA,103,1.0,0.0,1.0,0.0,
crop50,PMFA,104,0.9333333373069763,0.06666666269302368,0.0,0.0,
crop50,PMFA,105,0.8666666746139526,0.13333332538604736,0.0,0.0,
crop50,PMFA,106,0.9666666388511658,0.03333336114883423,0.0,0.0,
crop50,PMFA,107,0.46666666865348816,0.5333333313465118,0.0,0.0,
crop50,PMFA,108,0.7666666507720947,0.23333334922790527,0.0,0.0,
crop50,PMFA,109,0.8999999761581421,0.10000002384185791,0.0,1.0,
crop50,PMFA,110,0.8999999761581421,0.10000002384185791,0.0,0.0,
crop50,PMFA,111,0.8999999761581421,0.10000002384185791,0.0,0.0,
crop50,PMFA,112,0.9333333373069763,0.06666666269302368,0.0,0.0,
crop50,PMFA,113,0.800000011920929,0.19999998807907104,0.0,0.0,
crop50,PMFA,114,0.8999999761581421,0.10000002384185791,0.0,0.0,
crop50,PMFA,115,0.8999999761581421,0.10000002384185791,0.0,0.0,
crop50,PMFA,116,0.9666666388511658,0.03333336114883423,0.0,0.0,
crop50,PMFA,117,0.800000011920929,0.19999998807907104,0.0,0.0,
crop50,PMFA,118,0.8333333134651184,0.1666666865348816,0.0,0.0,
crop50,PMFA,119,0.7333333492279053,0.2666666507720947,0.0,0.0,
crop50,PMFA,120,0.8999999761581421,0.10000002384185791,0.0,0.0,
crop50,PMFA,121,0.9666666388511658,0.03333336114883423,0.0,0.0,
crop50,PMFA,122,0.5333333611488342,0.46666663885116577,0.0,0.0,
crop50,PMFA,123,1.0,0.0,1.0,0.0,
crop50,PMFA,124,0.9666666388511658,0.03333336114883423,0.0,0.0,
crop50,PMFA,125,0.9333333373069763,0.06666666269302368,0.0,0.0,
crop50,PMFA,126,0.8999999761581421,0.10000002384185791,0.0,0.0,
crop50,PMFA,127,0.9666666388511658,0.03333336114883423,0.0,0.0,
crop50,PMFA,128,0.8999999761581421,0.10000002384185791,0.0,0.0,
crop50,PMFA,129,0.9333333373069763,0.06666666269302368,0.0,0.0,
crop50,PMFA,130,0.9666666388511658,0.03333336114883423,0.0,0.0,
crop50,PMFA,131,0.699999988079071,0.30000001192092896,0.0,1.0,
crop50,PMFA,132,0.8999999761581421,0.10000002384185791,0.0,0.0,
crop50,PMFA,133,0.9333333373069763,0.06666666269302368,0.0,0.0,
crop50,PMFA,134,1.0,0.0,1.0,0.0,
crop50,PMFA,135,0.8666666746139526,0.13333332538604736,0.0,0.0,
crop50,PMFA,136,0.8333333134651184,0.1666666865348816,0.0,0.0,
crop50,PMFA,137,0.9333333373069763,0.06666666269302368,0.0,0.0,
crop50,PMFA,138,1.0,0.0,1.0,0.0,
crop50,PMFA,139,0.9666666388511658,0.03333336114883423,0.0,0.0,
crop50,PMFA,140,0.8666666746139526,0.13333332538604736,0.0,1.0,
crop50,PMFA,141,0.23333333432674408,0.7666666656732559,0.0,0.0,
crop50,PMFA,142,0.9666666388511658,0.03333336114883423,0.0,0.0,
crop50,PMFA,143,0.9333333373069763,0.06666666269302368,0.0,0.0,
crop50,Decoder-Tail-FT,0,0.9333333373069763,0.06666666269302368,0.0,,
crop50,Decoder-Tail-FT,1,0.9666666388511658,0.03333336114883423,0.0,,
crop50,Decoder-Tail-FT,2,0.8999999761581421,0.10000002384185791,0.0,,
crop50,Decoder-Tail-FT,3,0.9666666388511658,0.03333336114883423,0.0,,
crop50,Decoder-Tail-FT,4,0.5,0.5,0.0,,
crop50,Decoder-Tail-FT,5,0.9666666388511658,0.03333336114883423,0.0,,
crop50,Decoder-Tail-FT,6,0.7666666507720947,0.23333334922790527,0.0,,
crop50,Decoder-Tail-FT,7,0.8333333134651184,0.1666666865348816,0.0,,
crop50,Decoder-Tail-FT,8,0.8333333134651184,0.1666666865348816,0.0,,
crop50,Decoder-Tail-FT,9,0.46666666865348816,0.5333333313465118,0.0,,
crop50,Decoder-Tail-FT,10,0.46666666865348816,0.5333333313465118,0.0,,
crop50,Decoder-Tail-FT,11,0.7333333492279053,0.2666666507720947,0.0,,
crop50,Decoder-Tail-FT,12,0.9333333373069763,0.06666666269302368,0.0,,
crop50,Decoder-Tail-FT,13,0.8333333134651184,0.1666666865348816,0.0,,
crop50,Decoder-Tail-FT,14,0.8333333134651184,0.1666666865348816,0.0,,
crop50,Decoder-Tail-FT,15,0.9333333373069763,0.06666666269302368,0.0,,
crop50,Decoder-Tail-FT,16,0.9333333373069763,0.06666666269302368,0.0,,
crop50,Decoder-Tail-FT,17,0.9666666388511658,0.03333336114883423,0.0,,
crop50,Decoder-Tail-FT,18,0.8666666746139526,0.13333332538604736,0.0,,
crop50,Decoder-Tail-FT,19,0.9666666388511658,0.03333336114883423,0.0,,
crop50,Decoder-Tail-FT,20,0.9666666388511658,0.03333336114883423,0.0,,
crop50,Decoder-Tail-FT,21,0.8666666746139526,0.13333332538604736,0.0,,
crop50,Decoder-Tail-FT,22,1.0,0.0,1.0,,
crop50,Decoder-Tail-FT,23,0.7666666507720947,0.23333334922790527,0.0,,
crop50,Decoder-Tail-FT,24,0.7666666507720947,0.23333334922790527,0.0,,
crop50,Decoder-Tail-FT,25,0.8333333134651184,0.1666666865348816,0.0,,
crop50,Decoder-Tail-FT,26,0.46666666865348816,0.5333333313465118,0.0,,
crop50,Decoder-Tail-FT,27,0.800000011920929,0.19999998807907104,0.0,,
crop50,Decoder-Tail-FT,28,0.8666666746139526,0.13333332538604736,0.0,,
crop50,Decoder-Tail-FT,29,0.6666666865348816,0.3333333134651184,0.0,,
crop50,Decoder-Tail-FT,30,0.9666666388511658,0.03333336114883423,0.0,,
crop50,Decoder-Tail-FT,31,0.8999999761581421,0.10000002384185791,0.0,,
crop50,Decoder-Tail-FT,32,0.9333333373069763,0.06666666269302368,0.0,,
crop50,Decoder-Tail-FT,33,1.0,0.0,1.0,,
crop50,Decoder-Tail-FT,34,0.6666666865348816,0.3333333134651184,0.0,,
crop50,Decoder-Tail-FT,35,0.36666667461395264,0.6333333253860474,0.0,,
crop50,Decoder-Tail-FT,36,0.7333333492279053,0.2666666507720947,0.0,,
crop50,Decoder-Tail-FT,37,0.8999999761581421,0.10000002384185791,0.0,,
crop50,Decoder-Tail-FT,38,0.4000000059604645,0.5999999940395355,0.0,,
crop50,Decoder-Tail-FT,39,0.6000000238418579,0.3999999761581421,0.0,,
crop50,Decoder-Tail-FT,40,0.8333333134651184,0.1666666865348816,0.0,,
crop50,Decoder-Tail-FT,41,0.8666666746139526,0.13333332538604736,0.0,,
crop50,Decoder-Tail-FT,42,0.4000000059604645,0.5999999940395355,0.0,,
crop50,Decoder-Tail-FT,43,1.0,0.0,1.0,,
crop50,Decoder-Tail-FT,44,0.8333333134651184,0.1666666865348816,0.0,,
crop50,Decoder-Tail-FT,45,0.9666666388511658,0.03333336114883423,0.0,,
crop50,Decoder-Tail-FT,46,0.8333333134651184,0.1666666865348816,0.0,,
crop50,Decoder-Tail-FT,47,0.9333333373069763,0.06666666269302368,0.0,,
crop50,Decoder-Tail-FT,48,0.9666666388511658,0.03333336114883423,0.0,,
crop50,Decoder-Tail-FT,49,0.8333333134651184,0.1666666865348816,0.0,,
crop50,Decoder-Tail-FT,50,1.0,0.0,1.0,,
crop50,Decoder-Tail-FT,51,0.800000011920929,0.19999998807907104,0.0,,
crop50,Decoder-Tail-FT,52,0.800000011920929,0.19999998807907104,0.0,,
crop50,Decoder-Tail-FT,53,1.0,0.0,1.0,,
crop50,Decoder-Tail-FT,54,0.699999988079071,0.30000001192092896,0.0,,
crop50,Decoder-Tail-FT,55,0.3333333432674408,0.6666666567325592,0.0,,
crop50,Decoder-Tail-FT,56,0.8666666746139526,0.13333332538604736,0.0,,
crop50,Decoder-Tail-FT,57,0.8999999761581421,0.10000002384185791,0.0,,
crop50,Decoder-Tail-FT,58,0.8333333134651184,0.1666666865348816,0.0,,
crop50,Decoder-Tail-FT,59,0.9333333373069763,0.06666666269302368,0.0,,
crop50,Decoder-Tail-FT,60,0.6333333253860474,0.36666667461395264,0.0,,
crop50,Decoder-Tail-FT,61,1.0,0.0,1.0,,
crop50,Decoder-Tail-FT,62,0.9666666388511658,0.03333336114883423,0.0,,
crop50,Decoder-Tail-FT,63,0.9333333373069763,0.06666666269302368,0.0,,
crop50,Decoder-Tail-FT,64,0.9666666388511658,0.03333336114883423,0.0,,
crop50,Decoder-Tail-FT,65,0.46666666865348816,0.5333333313465118,0.0,,
crop50,Decoder-Tail-FT,66,0.800000011920929,0.19999998807907104,0.0,,
crop50,Decoder-Tail-FT,67,0.8999999761581421,0.10000002384185791,0.0,,
crop50,Decoder-Tail-FT,68,0.8333333134651184,0.1666666865348816,0.0,,
crop50,Decoder-Tail-FT,69,0.9666666388511658,0.03333336114883423,0.0,,
crop50,Decoder-Tail-FT,70,1.0,0.0,1.0,,
crop50,Decoder-Tail-FT,71,0.9333333373069763,0.06666666269302368,0.0,,
crop50,Decoder-Tail-FT,72,0.9333333373069763,0.06666666269302368,0.0,,
crop50,Decoder-Tail-FT,73,0.8999999761581421,0.10000002384185791,0.0,,
crop50,Decoder-Tail-FT,74,0.8999999761581421,0.10000002384185791,0.0,,
crop50,Decoder-Tail-FT,75,0.8333333134651184,0.1666666865348816,0.0,,
crop50,Decoder-Tail-FT,76,0.9333333373069763,0.06666666269302368,0.0,,
crop50,Decoder-Tail-FT,77,0.9666666388511658,0.03333336114883423,0.0,,
crop50,Decoder-Tail-FT,78,0.8666666746139526,0.13333332538604736,0.0,,
crop50,Decoder-Tail-FT,79,0.800000011920929,0.19999998807907104,0.0,,
crop50,Decoder-Tail-FT,80,0.800000011920929,0.19999998807907104,0.0,,
crop50,Decoder-Tail-FT,81,0.800000011920929,0.19999998807907104,0.0,,
crop50,Decoder-Tail-FT,82,0.7666666507720947,0.23333334922790527,0.0,,
crop50,Decoder-Tail-FT,83,0.8999999761581421,0.10000002384185791,0.0,,
crop50,Decoder-Tail-FT,84,0.9666666388511658,0.03333336114883423,0.0,,
crop50,Decoder-Tail-FT,85,0.9333333373069763,0.06666666269302368,0.0,,
crop50,Decoder-Tail-FT,86,0.9333333373069763,0.06666666269302368,0.0,,
crop50,Decoder-Tail-FT,87,0.8666666746139526,0.13333332538604736,0.0,,
crop50,Decoder-Tail-FT,88,0.9666666388511658,0.03333336114883423,0.0,,
crop50,Decoder-Tail-FT,89,0.8666666746139526,0.13333332538604736,0.0,,
crop50,Decoder-Tail-FT,90,0.6000000238418579,0.3999999761581421,0.0,,
crop50,Decoder-Tail-FT,91,0.6333333253860474,0.36666667461395264,0.0,,
crop50,Decoder-Tail-FT,92,0.9666666388511658,0.03333336114883423,0.0,,
crop50,Decoder-Tail-FT,93,0.9666666388511658,0.03333336114883423,0.0,,
crop50,Decoder-Tail-FT,94,0.9333333373069763,0.06666666269302368,0.0,,
crop50,Decoder-Tail-FT,95,0.8333333134651184,0.1666666865348816,0.0,,
crop50,Decoder-Tail-FT,96,1.0,0.0,1.0,,
crop50,Decoder-Tail-FT,97,0.8999999761581421,0.10000002384185791,0.0,,
crop50,Decoder-Tail-FT,98,0.8999999761581421,0.10000002384185791,0.0,,
crop50,Decoder-Tail-FT,99,0.800000011920929,0.19999998807907104,0.0,,
crop50,Decoder-Tail-FT,100,0.8333333134651184,0.1666666865348816,0.0,,
crop50,Decoder-Tail-FT,101,0.8999999761581421,0.10000002384185791,0.0,,
crop50,Decoder-Tail-FT,102,0.8999999761581421,0.10000002384185791,0.0,,
crop50,Decoder-Tail-FT,103,0.9333333373069763,0.06666666269302368,0.0,,
crop50,Decoder-Tail-FT,104,0.8999999761581421,0.10000002384185791,0.0,,
crop50,Decoder-Tail-FT,105,0.7666666507720947,0.23333334922790527,0.0,,
crop50,Decoder-Tail-FT,106,0.9333333373069763,0.06666666269302368,0.0,,
crop50,Decoder-Tail-FT,107,0.6333333253860474,0.36666667461395264,0.0,,
crop50,Decoder-Tail-FT,108,0.800000011920929,0.19999998807907104,0.0,,
crop50,Decoder-Tail-FT,109,0.800000011920929,0.19999998807907104,0.0,,
crop50,Decoder-Tail-FT,110,0.800000011920929,0.19999998807907104,0.0,,
crop50,Decoder-Tail-FT,111,0.8333333134651184,0.1666666865348816,0.0,,
crop50,Decoder-Tail-FT,112,0.9333333373069763,0.06666666269302368,0.0,,
crop50,Decoder-Tail-FT,113,0.800000011920929,0.19999998807907104,0.0,,
crop50,Decoder-Tail-FT,114,0.9666666388511658,0.03333336114883423,0.0,,
crop50,Decoder-Tail-FT,115,0.8666666746139526,0.13333332538604736,0.0,,
crop50,Decoder-Tail-FT,116,0.9666666388511658,0.03333336114883423,0.0,,
crop50,Decoder-Tail-FT,117,0.9666666388511658,0.03333336114883423,0.0,,
crop50,Decoder-Tail-FT,118,0.8666666746139526,0.13333332538604736,0.0,,
crop50,Decoder-Tail-FT,119,0.8666666746139526,0.13333332538604736,0.0,,
crop50,Decoder-Tail-FT,120,0.9333333373069763,0.06666666269302368,0.0,,
crop50,Decoder-Tail-FT,121,0.9666666388511658,0.03333336114883423,0.0,,
crop50,Decoder-Tail-FT,122,0.7333333492279053,0.2666666507720947,0.0,,
crop50,Decoder-Tail-FT,123,1.0,0.0,1.0,,
crop50,Decoder-Tail-FT,124,0.9666666388511658,0.03333336114883423,0.0,,
crop50,Decoder-Tail-FT,125,0.9333333373069763,0.06666666269302368,0.0,,
crop50,Decoder-Tail-FT,126,0.8666666746139526,0.13333332538604736,0.0,,
crop50,Decoder-Tail-FT,127,0.9333333373069763,0.06666666269302368,0.0,,
crop50,Decoder-Tail-FT,128,0.9666666388511658,0.03333336114883423,0.0,,
crop50,Decoder-Tail-FT,129,0.9666666388511658,0.03333336114883423,0.0,,
crop50,Decoder-Tail-FT,130,0.9666666388511658,0.03333336114883423,0.0,,
crop50,Decoder-Tail-FT,131,0.699999988079071,0.30000001192092896,0.0,,
crop50,Decoder-Tail-FT,132,0.9333333373069763,0.06666666269302368,0.0,,
crop50,Decoder-Tail-FT,133,0.9333333373069763,0.06666666269302368,0.0,,
crop50,Decoder-Tail-FT,134,0.9333333373069763,0.06666666269302368,0.0,,
crop50,Decoder-Tail-FT,135,0.8999999761581421,0.10000002384185791,0.0,,
crop50,Decoder-Tail-FT,136,0.9333333373069763,0.06666666269302368,0.0,,
crop50,Decoder-Tail-FT,137,0.9666666388511658,0.03333336114883423,0.0,,
crop50,Decoder-Tail-FT,138,0.9666666388511658,0.03333336114883423,0.0,,
crop50,Decoder-Tail-FT,139,0.9666666388511658,0.03333336114883423,0.0,,
crop50,Decoder-Tail-FT,140,0.8333333134651184,0.1666666865348816,0.0,,
crop50,Decoder-Tail-FT,141,0.3333333432674408,0.6666666567325592,0.0,,
crop50,Decoder-Tail-FT,142,0.9666666388511658,0.03333336114883423,0.0,,
crop50,Decoder-Tail-FT,143,0.8333333134651184,0.1666666865348816,0.0,,
crop50,Oracle-Alignment,0,1.0,0.0,1.0,,
crop50,Oracle-Alignment,1,0.9666666388511658,0.03333336114883423,0.0,,
crop50,Oracle-Alignment,2,1.0,0.0,1.0,,
crop50,Oracle-Alignment,3,0.9333333373069763,0.06666666269302368,0.0,,
crop50,Oracle-Alignment,4,1.0,0.0,1.0,,
crop50,Oracle-Alignment,5,1.0,0.0,1.0,,
crop50,Oracle-Alignment,6,0.9666666388511658,0.03333336114883423,0.0,,
crop50,Oracle-Alignment,7,0.8666666746139526,0.13333332538604736,0.0,,
crop50,Oracle-Alignment,8,0.9666666388511658,0.03333336114883423,0.0,,
crop50,Oracle-Alignment,9,0.8999999761581421,0.10000002384185791,0.0,,
crop50,Oracle-Alignment,10,0.8999999761581421,0.10000002384185791,0.0,,
crop50,Oracle-Alignment,11,0.9666666388511658,0.03333336114883423,0.0,,
crop50,Oracle-Alignment,12,0.8666666746139526,0.13333332538604736,0.0,,
crop50,Oracle-Alignment,13,0.9666666388511658,0.03333336114883423,0.0,,
crop50,Oracle-Alignment,14,0.9333333373069763,0.06666666269302368,0.0,,
crop50,Oracle-Alignment,15,0.8999999761581421,0.10000002384185791,0.0,,
crop50,Oracle-Alignment,16,1.0,0.0,1.0,,
crop50,Oracle-Alignment,17,1.0,0.0,1.0,,
crop50,Oracle-Alignment,18,0.9666666388511658,0.03333336114883423,0.0,,
crop50,Oracle-Alignment,19,1.0,0.0,1.0,,
crop50,Oracle-Alignment,20,1.0,0.0,1.0,,
crop50,Oracle-Alignment,21,0.9666666388511658,0.03333336114883423,0.0,,
crop50,Oracle-Alignment,22,1.0,0.0,1.0,,
crop50,Oracle-Alignment,23,0.7666666507720947,0.23333334922790527,0.0,,
crop50,Oracle-Alignment,24,0.8666666746139526,0.13333332538604736,0.0,,
crop50,Oracle-Alignment,25,0.8999999761581421,0.10000002384185791,0.0,,
crop50,Oracle-Alignment,26,0.8333333134651184,0.1666666865348816,0.0,,
crop50,Oracle-Alignment,27,1.0,0.0,1.0,,
crop50,Oracle-Alignment,28,1.0,0.0,1.0,,
crop50,Oracle-Alignment,29,0.8666666746139526,0.13333332538604736,0.0,,
crop50,Oracle-Alignment,30,0.9666666388511658,0.03333336114883423,0.0,,
crop50,Oracle-Alignment,31,0.9666666388511658,0.03333336114883423,0.0,,
crop50,Oracle-Alignment,32,0.9666666388511658,0.03333336114883423,0.0,,
crop50,Oracle-Alignment,33,1.0,0.0,1.0,,
crop50,Oracle-Alignment,34,0.8999999761581421,0.10000002384185791,0.0,,
crop50,Oracle-Alignment,35,1.0,0.0,1.0,,
crop50,Oracle-Alignment,36,0.9666666388511658,0.03333336114883423,0.0,,
crop50,Oracle-Alignment,37,1.0,0.0,1.0,,
crop50,Oracle-Alignment,38,0.9666666388511658,0.03333336114883423,0.0,,
crop50,Oracle-Alignment,39,0.9333333373069763,0.06666666269302368,0.0,,
crop50,Oracle-Alignment,40,0.9333333373069763,0.06666666269302368,0.0,,
crop50,Oracle-Alignment,41,0.9666666388511658,0.03333336114883423,0.0,,
crop50,Oracle-Alignment,42,0.9666666388511658,0.03333336114883423,0.0,,
crop50,Oracle-Alignment,43,1.0,0.0,1.0,,
crop50,Oracle-Alignment,44,1.0,0.0,1.0,,
crop50,Oracle-Alignment,45,1.0,0.0,1.0,,
crop50,Oracle-Alignment,46,0.9666666388511658,0.03333336114883423,0.0,,
crop50,Oracle-Alignment,47,1.0,0.0,1.0,,
crop50,Oracle-Alignment,48,1.0,0.0,1.0,,
crop50,Oracle-Alignment,49,1.0,0.0,1.0,,
crop50,Oracle-Alignment,50,1.0,0.0,1.0,,
crop50,Oracle-Alignment,51,0.7666666507720947,0.23333334922790527,0.0,,
crop50,Oracle-Alignment,52,0.8333333134651184,0.1666666865348816,0.0,,
crop50,Oracle-Alignment,53,1.0,0.0,1.0,,
crop50,Oracle-Alignment,54,1.0,0.0,1.0,,
crop50,Oracle-Alignment,55,1.0,0.0,1.0,,
crop50,Oracle-Alignment,56,0.9333333373069763,0.06666666269302368,0.0,,
crop50,Oracle-Alignment,57,0.9333333373069763,0.06666666269302368,0.0,,
crop50,Oracle-Alignment,58,0.9333333373069763,0.06666666269302368,0.0,,
crop50,Oracle-Alignment,59,0.9666666388511658,0.03333336114883423,0.0,,
crop50,Oracle-Alignment,60,1.0,0.0,1.0,,
crop50,Oracle-Alignment,61,1.0,0.0,1.0,,
crop50,Oracle-Alignment,62,0.9333333373069763,0.06666666269302368,0.0,,
crop50,Oracle-Alignment,63,0.9333333373069763,0.06666666269302368,0.0,,
crop50,Oracle-Alignment,64,0.9666666388511658,0.03333336114883423,0.0,,
crop50,Oracle-Alignment,65,0.9666666388511658,0.03333336114883423,0.0,,
crop50,Oracle-Alignment,66,0.9333333373069763,0.06666666269302368,0.0,,
crop50,Oracle-Alignment,67,0.9333333373069763,0.06666666269302368,0.0,,
crop50,Oracle-Alignment,68,0.9666666388511658,0.03333336114883423,0.0,,
crop50,Oracle-Alignment,69,0.9666666388511658,0.03333336114883423,0.0,,
crop50,Oracle-Alignment,70,1.0,0.0,1.0,,
crop50,Oracle-Alignment,71,1.0,0.0,1.0,,
crop50,Oracle-Alignment,72,1.0,0.0,1.0,,
crop50,Oracle-Alignment,73,1.0,0.0,1.0,,
crop50,Oracle-Alignment,74,1.0,0.0,1.0,,
crop50,Oracle-Alignment,75,0.9666666388511658,0.03333336114883423,0.0,,
crop50,Oracle-Alignment,76,1.0,0.0,1.0,,
crop50,Oracle-Alignment,77,1.0,0.0,1.0,,
crop50,Oracle-Alignment,78,0.8999999761581421,0.10000002384185791,0.0,,
crop50,Oracle-Alignment,79,0.9666666388511658,0.03333336114883423,0.0,,
crop50,Oracle-Alignment,80,0.8666666746139526,0.13333332538604736,0.0,,
crop50,Oracle-Alignment,81,0.8333333134651184,0.1666666865348816,0.0,,
crop50,Oracle-Alignment,82,0.9333333373069763,0.06666666269302368,0.0,,
crop50,Oracle-Alignment,83,0.9666666388511658,0.03333336114883423,0.0,,
crop50,Oracle-Alignment,84,1.0,0.0,1.0,,
crop50,Oracle-Alignment,85,0.9666666388511658,0.03333336114883423,0.0,,
crop50,Oracle-Alignment,86,0.7333333492279053,0.2666666507720947,0.0,,
crop50,Oracle-Alignment,87,0.8999999761581421,0.10000002384185791,0.0,,
crop50,Oracle-Alignment,88,0.9666666388511658,0.03333336114883423,0.0,,
crop50,Oracle-Alignment,89,0.8333333134651184,0.1666666865348816,0.0,,
crop50,Oracle-Alignment,90,0.800000011920929,0.19999998807907104,0.0,,
crop50,Oracle-Alignment,91,0.8999999761581421,0.10000002384185791,0.0,,
crop50,Oracle-Alignment,92,1.0,0.0,1.0,,
crop50,Oracle-Alignment,93,0.9666666388511658,0.03333336114883423,0.0,,
crop50,Oracle-Alignment,94,1.0,0.0,1.0,,
crop50,Oracle-Alignment,95,1.0,0.0,1.0,,
crop50,Oracle-Alignment,96,1.0,0.0,1.0,,
crop50,Oracle-Alignment,97,0.8999999761581421,0.10000002384185791,0.0,,
crop50,Oracle-Alignment,98,0.9333333373069763,0.06666666269302368,0.0,,
crop50,Oracle-Alignment,99,0.9333333373069763,0.06666666269302368,0.0,,
crop50,Oracle-Alignment,100,0.8666666746139526,0.13333332538604736,0.0,,
crop50,Oracle-Alignment,101,0.8999999761581421,0.10000002384185791,0.0,,
crop50,Oracle-Alignment,102,0.9333333373069763,0.06666666269302368,0.0,,
crop50,Oracle-Alignment,103,1.0,0.0,1.0,,
crop50,Oracle-Alignment,104,0.9333333373069763,0.06666666269302368,0.0,,
crop50,Oracle-Alignment,105,1.0,0.0,1.0,,
crop50,Oracle-Alignment,106,0.9666666388511658,0.03333336114883423,0.0,,
crop50,Oracle-Alignment,107,0.8999999761581421,0.10000002384185791,0.0,,
crop50,Oracle-Alignment,108,0.8999999761581421,0.10000002384185791,0.0,,
crop50,Oracle-Alignment,109,0.9666666388511658,0.03333336114883423,0.0,,
crop50,Oracle-Alignment,110,0.699999988079071,0.30000001192092896,0.0,,
crop50,Oracle-Alignment,111,0.9333333373069763,0.06666666269302368,0.0,,
crop50,Oracle-Alignment,112,0.9333333373069763,0.06666666269302368,0.0,,
crop50,Oracle-Alignment,113,0.9333333373069763,0.06666666269302368,0.0,,
crop50,Oracle-Alignment,114,1.0,0.0,1.0,,
crop50,Oracle-Alignment,115,0.8999999761581421,0.10000002384185791,0.0,,
crop50,Oracle-Alignment,116,0.9666666388511658,0.03333336114883423,0.0,,
crop50,Oracle-Alignment,117,0.9333333373069763,0.06666666269302368,0.0,,
crop50,Oracle-Alignment,118,0.8999999761581421,0.10000002384185791,0.0,,
crop50,Oracle-Alignment,119,0.8666666746139526,0.13333332538604736,0.0,,
crop50,Oracle-Alignment,120,1.0,0.0,1.0,,
crop50,Oracle-Alignment,121,0.9666666388511658,0.03333336114883423,0.0,,
crop50,Oracle-Alignment,122,0.9666666388511658,0.03333336114883423,0.0,,
crop50,Oracle-Alignment,123,1.0,0.0,1.0,,
crop50,Oracle-Alignment,124,1.0,0.0,1.0,,
crop50,Oracle-Alignment,125,1.0,0.0,1.0,,
crop50,Oracle-Alignment,126,0.9333333373069763,0.06666666269302368,0.0,,
crop50,Oracle-Alignment,127,1.0,0.0,1.0,,
crop50,Oracle-Alignment,128,1.0,0.0,1.0,,
crop50,Oracle-Alignment,129,1.0,0.0,1.0,,
crop50,Oracle-Alignment,130,1.0,0.0,1.0,,
crop50,Oracle-Alignment,131,0.8333333134651184,0.1666666865348816,0.0,,
crop50,Oracle-Alignment,132,1.0,0.0,1.0,,
crop50,Oracle-Alignment,133,0.8999999761581421,0.10000002384185791,0.0,,
crop50,Oracle-Alignment,134,1.0,0.0,1.0,,
crop50,Oracle-Alignment,135,1.0,0.0,1.0,,
crop50,Oracle-Alignment,136,1.0,0.0,1.0,,
crop50,Oracle-Alignment,137,0.9333333373069763,0.06666666269302368,0.0,,
crop50,Oracle-Alignment,138,1.0,0.0,1.0,,
crop50,Oracle-Alignment,139,0.9666666388511658,0.03333336114883423,0.0,,
crop50,Oracle-Alignment,140,0.9333333373069763,0.06666666269302368,0.0,,
crop50,Oracle-Alignment,141,0.8666666746139526,0.13333332538604736,0.0,,
crop50,Oracle-Alignment,142,0.8999999761581421,0.10000002384185791,0.0,,
crop50,Oracle-Alignment,143,0.8666666746139526,0.13333332538604736,0.0,,
crop50,DCSS,0,0.9333333373069763,0.06666666269302368,0.0,,
crop50,DCSS,1,0.9666666388511658,0.03333336114883423,0.0,,
crop50,DCSS,2,1.0,0.0,1.0,,
crop50,DCSS,3,1.0,0.0,1.0,,
crop50,DCSS,4,1.0,0.0,1.0,,
crop50,DCSS,5,0.9666666388511658,0.03333336114883423,0.0,,
crop50,DCSS,6,0.9666666388511658,0.03333336114883423,0.0,,
crop50,DCSS,7,0.8666666746139526,0.13333332538604736,0.0,,
crop50,DCSS,8,0.9666666388511658,0.03333336114883423,0.0,,
crop50,DCSS,9,0.8999999761581421,0.10000002384185791,0.0,,
crop50,DCSS,10,0.8999999761581421,0.10000002384185791,0.0,,
crop50,DCSS,11,0.9666666388511658,0.03333336114883423,0.0,,
crop50,DCSS,12,0.9333333373069763,0.06666666269302368,0.0,,
