condition,method,sample,bit_accuracy,ber,message_accuracy,selected_oracle_candidate,dcss_usage_rate
full,Single-View-FT,69,1.0,0.0,1.0,,
full,Single-View-FT,70,1.0,0.0,1.0,,
full,Single-View-FT,71,0.9666666388511658,0.03333336114883423,0.0,,
full,Single-View-FT,72,1.0,0.0,1.0,,
full,Single-View-FT,73,1.0,0.0,1.0,,
full,Single-View-FT,74,1.0,0.0,1.0,,
full,Single-View-FT,75,1.0,0.0,1.0,,
full,Single-View-FT,76,1.0,0.0,1.0,,
full,Single-View-FT,77,1.0,0.0,1.0,,
full,Single-View-FT,78,0.9666666388511658,0.03333336114883423,0.0,,
full,Single-View-FT,79,1.0,0.0,1.0,,
full,Single-View-FT,80,1.0,0.0,1.0,,
full,Single-View-FT,81,1.0,0.0,1.0,,
full,Single-View-FT,82,1.0,0.0,1.0,,
full,Single-View-FT,83,1.0,0.0,1.0,,
full,Single-View-FT,84,1.0,0.0,1.0,,
full,Single-View-FT,85,1.0,0.0,1.0,,
full,Single-View-FT,86,1.0,0.0,1.0,,
full,Single-View-FT,87,0.9666666388511658,0.03333336114883423,0.0,,
full,Single-View-FT,88,1.0,0.0,1.0,,
full,Single-View-FT,89,1.0,0.0,1.0,,
full,Single-View-FT,90,1.0,0.0,1.0,,
full,Single-View-FT,91,1.0,0.0,1.0,,
full,Single-View-FT,92,1.0,0.0,1.0,,
full,Single-View-FT,93,1.0,0.0,1.0,,
full,Single-View-FT,94,1.0,0.0,1.0,,
full,Single-View-FT,95,1.0,0.0,1.0,,
full,Single-View-FT,96,1.0,0.0,1.0,,
full,Single-View-FT,97,1.0,0.0,1.0,,
full,Single-View-FT,98,1.0,0.0,1.0,,
full,Single-View-FT,99,0.9666666388511658,0.03333336114883423,0.0,,
full,Single-View-FT,100,1.0,0.0,1.0,,
full,Single-View-FT,101,0.9666666388511658,0.03333336114883423,0.0,,
full,Single-View-FT,102,1.0,0.0,1.0,,
full,Single-View-FT,103,1.0,0.0,1.0,,
full,Single-View-FT,104,1.0,0.0,1.0,,
full,Single-View-FT,105,1.0,0.0,1.0,,
full,Single-View-FT,106,1.0,0.0,1.0,,
full,Single-View-FT,107,1.0,0.0,1.0,,
full,Single-View-FT,108,0.9666666388511658,0.03333336114883423,0.0,,
full,Single-View-FT,109,1.0,0.0,1.0,,
full,Single-View-FT,110,1.0,0.0,1.0,,
full,Single-View-FT,111,1.0,0.0,1.0,,
full,Single-View-FT,112,1.0,0.0,1.0,,
full,Single-View-FT,113,1.0,0.0,1.0,,
full,Single-View-FT,114,1.0,0.0,1.0,,
full,Single-View-FT,115,1.0,0.0,1.0,,
full,Single-View-FT,116,1.0,0.0,1.0,,
full,Single-View-FT,117,1.0,0.0,1.0,,
full,Single-View-FT,118,1.0,0.0,1.0,,
full,Single-View-FT,119,1.0,0.0,1.0,,
full,Single-View-FT,120,1.0,0.0,1.0,,
full,Single-View-FT,121,1.0,0.0,1.0,,
full,Single-View-FT,122,1.0,0.0,1.0,,
full,Single-View-FT,123,1.0,0.0,1.0,,
full,Single-View-FT,124,1.0,0.0,1.0,,
full,Single-View-FT,125,1.0,0.0,1.0,,
full,Single-View-FT,126,1.0,0.0,1.0,,
full,Single-View-FT,127,1.0,0.0,1.0,,
full,Single-View-FT,128,1.0,0.0,1.0,,
full,Single-View-FT,129,1.0,0.0,1.0,,
full,Single-View-FT,130,1.0,0.0,1.0,,
full,Single-View-FT,131,1.0,0.0,1.0,,
full,Single-View-FT,132,1.0,0.0,1.0,,
full,Single-View-FT,133,1.0,0.0,1.0,,
full,Single-View-FT,134,1.0,0.0,1.0,,
full,Single-View-FT,135,1.0,0.0,1.0,,
full,Single-View-FT,136,1.0,0.0,1.0,,
full,Single-View-FT,137,1.0,0.0,1.0,,
full,Single-View-FT,138,1.0,0.0,1.0,,
full,Single-View-FT,139,1.0,0.0,1.0,,
full,Single-View-FT,140,1.0,0.0,1.0,,
full,Single-View-FT,141,1.0,0.0,1.0,,
full,Single-View-FT,142,1.0,0.0,1.0,,
full,Single-View-FT,143,1.0,0.0,1.0,,
full,PMFA,0,1.0,0.0,1.0,1.0,
full,PMFA,1,1.0,0.0,1.0,1.0,
full,PMFA,2,1.0,0.0,1.0,1.0,
full,PMFA,3,1.0,0.0,1.0,1.0,
full,PMFA,4,1.0,0.0,1.0,1.0,
full,PMFA,5,1.0,0.0,1.0,1.0,
full,PMFA,6,1.0,0.0,1.0,1.0,
full,PMFA,7,1.0,0.0,1.0,1.0,
full,PMFA,8,1.0,0.0,1.0,1.0,
full,PMFA,9,1.0,0.0,1.0,1.0,
full,PMFA,10,1.0,0.0,1.0,1.0,
full,PMFA,11,1.0,0.0,1.0,1.0,
full,PMFA,12,0.9666666388511658,0.03333336114883423,0.0,1.0,
full,PMFA,13,1.0,0.0,1.0,1.0,
full,PMFA,14,1.0,0.0,1.0,1.0,
full,PMFA,15,1.0,0.0,1.0,1.0,
full,PMFA,16,1.0,0.0,1.0,1.0,
full,PMFA,17,1.0,0.0,1.0,1.0,
full,PMFA,18,1.0,0.0,1.0,1.0,
full,PMFA,19,1.0,0.0,1.0,1.0,
full,PMFA,20,1.0,0.0,1.0,1.0,
full,PMFA,21,1.0,0.0,1.0,1.0,
full,PMFA,22,1.0,0.0,1.0,1.0,
full,PMFA,23,1.0,0.0,1.0,1.0,
full,PMFA,24,1.0,0.0,1.0,1.0,
full,PMFA,25,1.0,0.0,1.0,1.0,
full,PMFA,26,1.0,0.0,1.0,1.0,
full,PMFA,27,1.0,0.0,1.0,1.0,
full,PMFA,28,1.0,0.0,1.0,1.0,
full,PMFA,29,1.0,0.0,1.0,1.0,
full,PMFA,30,1.0,0.0,1.0,1.0,
full,PMFA,31,1.0,0.0,1.0,1.0,
full,PMFA,32,1.0,0.0,1.0,1.0,
full,PMFA,33,1.0,0.0,1.0,1.0,
full,PMFA,34,1.0,0.0,1.0,1.0,
full,PMFA,35,1.0,0.0,1.0,1.0,
full,PMFA,36,0.9666666388511658,0.03333336114883423,0.0,1.0,
full,PMFA,37,0.9666666388511658,0.03333336114883423,0.0,1.0,
full,PMFA,38,0.9666666388511658,0.03333336114883423,0.0,1.0,
full,PMFA,39,1.0,0.0,1.0,1.0,
full,PMFA,40,1.0,0.0,1.0,1.0,
full,PMFA,41,1.0,0.0,1.0,1.0,
full,PMFA,42,1.0,0.0,1.0,1.0,
full,PMFA,43,1.0,0.0,1.0,1.0,
full,PMFA,44,1.0,0.0,1.0,1.0,
full,PMFA,45,1.0,0.0,1.0,1.0,
full,PMFA,46,1.0,0.0,1.0,1.0,
full,PMFA,47,1.0,0.0,1.0,1.0,
full,PMFA,48,1.0,0.0,1.0,1.0,
full,PMFA,49,1.0,0.0,1.0,1.0,
full,PMFA,50,1.0,0.0,1.0,1.0,
full,PMFA,51,0.9666666388511658,0.03333336114883423,0.0,1.0,
full,PMFA,52,1.0,0.0,1.0,1.0,
full,PMFA,53,1.0,0.0,1.0,1.0,
full,PMFA,54,1.0,0.0,1.0,1.0,
full,PMFA,55,1.0,0.0,1.0,1.0,
full,PMFA,56,1.0,0.0,1.0,1.0,
full,PMFA,57,1.0,0.0,1.0,1.0,
full,PMFA,58,1.0,0.0,1.0,1.0,
full,PMFA,59,1.0,0.0,1.0,1.0,
full,PMFA,60,1.0,0.0,1.0,1.0,
full,PMFA,61,1.0,0.0,1.0,1.0,
full,PMFA,62,1.0,0.0,1.0,1.0,
full,PMFA,63,1.0,0.0,1.0,1.0,
full,PMFA,64,1.0,0.0,1.0,1.0,
full,PMFA,65,1.0,0.0,1.0,1.0,
full,PMFA,66,1.0,0.0,1.0,1.0,
full,PMFA,67,1.0,0.0,1.0,1.0,
full,PMFA,68,0.9666666388511658,0.03333336114883423,0.0,1.0,
full,PMFA,69,1.0,0.0,1.0,1.0,
full,PMFA,70,1.0,0.0,1.0,1.0,
full,PMFA,71,0.9666666388511658,0.03333336114883423,0.0,1.0,
full,PMFA,72,1.0,0.0,1.0,1.0,
full,PMFA,73,1.0,0.0,1.0,1.0,
full,PMFA,74,1.0,0.0,1.0,1.0,
full,PMFA,75,1.0,0.0,1.0,1.0,
full,PMFA,76,1.0,0.0,1.0,1.0,
full,PMFA,77,1.0,0.0,1.0,1.0,
full,PMFA,78,0.9666666388511658,0.03333336114883423,0.0,1.0,
full,PMFA,79,1.0,0.0,1.0,1.0,
full,PMFA,80,1.0,0.0,1.0,1.0,
full,PMFA,81,1.0,0.0,1.0,1.0,
full,PMFA,82,1.0,0.0,1.0,1.0,
full,PMFA,83,1.0,0.0,1.0,1.0,
full,PMFA,84,1.0,0.0,1.0,1.0,
full,PMFA,85,1.0,0.0,1.0,1.0,
full,PMFA,86,1.0,0.0,1.0,1.0,
full,PMFA,87,0.9666666388511658,0.03333336114883423,0.0,1.0,
full,PMFA,88,1.0,0.0,1.0,1.0,
full,PMFA,89,1.0,0.0,1.0,1.0,
full,PMFA,90,1.0,0.0,1.0,1.0,
full,PMFA,91,1.0,0.0,1.0,1.0,
full,PMFA,92,1.0,0.0,1.0,1.0,
full,PMFA,93,1.0,0.0,1.0,1.0,
full,PMFA,94,1.0,0.0,1.0,1.0,
full,PMFA,95,1.0,0.0,1.0,1.0,
full,PMFA,96,1.0,0.0,1.0,1.0,
full,PMFA,97,1.0,0.0,1.0,1.0,
full,PMFA,98,1.0,0.0,1.0,1.0,
full,PMFA,99,0.9666666388511658,0.03333336114883423,0.0,1.0,
full,PMFA,100,1.0,0.0,1.0,1.0,
full,PMFA,101,0.9666666388511658,0.03333336114883423,0.0,1.0,
full,PMFA,102,1.0,0.0,1.0,1.0,
full,PMFA,103,1.0,0.0,1.0,1.0,
full,PMFA,104,1.0,0.0,1.0,1.0,
full,PMFA,105,1.0,0.0,1.0,1.0,
full,PMFA,106,1.0,0.0,1.0,1.0,
full,PMFA,107,1.0,0.0,1.0,1.0,
full,PMFA,108,0.9666666388511658,0.03333336114883423,0.0,1.0,
full,PMFA,109,1.0,0.0,1.0,1.0,
full,PMFA,110,1.0,0.0,1.0,1.0,
full,PMFA,111,1.0,0.0,1.0,1.0,
full,PMFA,112,1.0,0.0,1.0,1.0,
full,PMFA,113,1.0,0.0,1.0,1.0,
full,PMFA,114,1.0,0.0,1.0,1.0,
full,PMFA,115,1.0,0.0,1.0,1.0,
full,PMFA,116,1.0,0.0,1.0,1.0,
full,PMFA,117,1.0,0.0,1.0,1.0,
full,PMFA,118,1.0,0.0,1.0,1.0,
full,PMFA,119,0.9666666388511658,0.03333336114883423,0.0,1.0,
full,PMFA,120,1.0,0.0,1.0,1.0,
full,PMFA,121,1.0,0.0,1.0,1.0,
full,PMFA,122,1.0,0.0,1.0,1.0,
full,PMFA,123,1.0,0.0,1.0,1.0,
full,PMFA,124,1.0,0.0,1.0,1.0,
full,PMFA,125,1.0,0.0,1.0,1.0,
full,PMFA,126,1.0,0.0,1.0,1.0,
full,PMFA,127,1.0,0.0,1.0,1.0,
full,PMFA,128,1.0,0.0,1.0,1.0,
full,PMFA,129,1.0,0.0,1.0,1.0,
full,PMFA,130,1.0,0.0,1.0,1.0,
full,PMFA,131,1.0,0.0,1.0,1.0,
full,PMFA,132,1.0,0.0,1.0,1.0,
full,PMFA,133,1.0,0.0,1.0,1.0,
full,PMFA,134,1.0,0.0,1.0,1.0,
full,PMFA,135,1.0,0.0,1.0,1.0,
full,PMFA,136,1.0,0.0,1.0,1.0,
full,PMFA,137,1.0,0.0,1.0,1.0,
full,PMFA,138,1.0,0.0,1.0,1.0,
full,PMFA,139,1.0,0.0,1.0,1.0,
full,PMFA,140,1.0,0.0,1.0,1.0,
full,PMFA,141,1.0,0.0,1.0,1.0,
full,PMFA,142,1.0,0.0,1.0,1.0,
full,PMFA,143,1.0,0.0,1.0,1.0,
full,Decoder-Tail-FT,0,1.0,0.0,1.0,,
full,Decoder-Tail-FT,1,0.9333333373069763,0.06666666269302368,0.0,,
full,Decoder-Tail-FT,2,0.9666666388511658,0.03333336114883423,0.0,,
full,Decoder-Tail-FT,3,1.0,0.0,1.0,,
full,Decoder-Tail-FT,4,1.0,0.0,1.0,,
full,Decoder-Tail-FT,5,1.0,0.0,1.0,,
full,Decoder-Tail-FT,6,1.0,0.0,1.0,,
full,Decoder-Tail-FT,7,0.9666666388511658,0.03333336114883423,0.0,,
full,Decoder-Tail-FT,8,1.0,0.0,1.0,,
full,Decoder-Tail-FT,9,1.0,0.0,1.0,,
full,Decoder-Tail-FT,10,1.0,0.0,1.0,,
full,Decoder-Tail-FT,11,1.0,0.0,1.0,,
full,Decoder-Tail-FT,12,0.9666666388511658,0.03333336114883423,0.0,,
full,Decoder-Tail-FT,13,1.0,0.0,1.0,,
full,Decoder-Tail-FT,14,0.9333333373069763,0.06666666269302368,0.0,,
full,Decoder-Tail-FT,15,1.0,0.0,1.0,,
full,Decoder-Tail-FT,16,1.0,0.0,1.0,,
full,Decoder-Tail-FT,17,1.0,0.0,1.0,,
full,Decoder-Tail-FT,18,1.0,0.0,1.0,,
full,Decoder-Tail-FT,19,1.0,0.0,1.0,,
full,Decoder-Tail-FT,20,1.0,0.0,1.0,,
full,Decoder-Tail-FT,21,0.9666666388511658,0.03333336114883423,0.0,,
full,Decoder-Tail-FT,22,1.0,0.0,1.0,,
full,Decoder-Tail-FT,23,1.0,0.0,1.0,,
full,Decoder-Tail-FT,24,1.0,0.0,1.0,,
full,Decoder-Tail-FT,25,1.0,0.0,1.0,,
full,Decoder-Tail-FT,26,1.0,0.0,1.0,,
full,Decoder-Tail-FT,27,1.0,0.0,1.0,,
full,Decoder-Tail-FT,28,1.0,0.0,1.0,,
full,Decoder-Tail-FT,29,1.0,0.0,1.0,,
full,Decoder-Tail-FT,30,1.0,0.0,1.0,,
full,Decoder-Tail-FT,31,1.0,0.0,1.0,,
full,Decoder-Tail-FT,32,1.0,0.0,1.0,,
full,Decoder-Tail-FT,33,1.0,0.0,1.0,,
full,Decoder-Tail-FT,34,1.0,0.0,1.0,,
full,Decoder-Tail-FT,35,1.0,0.0,1.0,,
full,Decoder-Tail-FT,36,1.0,0.0,1.0,,
full,Decoder-Tail-FT,37,1.0,0.0,1.0,,
full,Decoder-Tail-FT,38,1.0,0.0,1.0,,
full,Decoder-Tail-FT,39,1.0,0.0,1.0,,
full,Decoder-Tail-FT,40,1.0,0.0,1.0,,
full,Decoder-Tail-FT,41,1.0,0.0,1.0,,
full,Decoder-Tail-FT,42,1.0,0.0,1.0,,
full,Decoder-Tail-FT,43,1.0,0.0,1.0,,
full,Decoder-Tail-FT,44,1.0,0.0,1.0,,
full,Decoder-Tail-FT,45,1.0,0.0,1.0,,
full,Decoder-Tail-FT,46,1.0,0.0,1.0,,
full,Decoder-Tail-FT,47,1.0,0.0,1.0,,
full,Decoder-Tail-FT,48,1.0,0.0,1.0,,
full,Decoder-Tail-FT,49,1.0,0.0,1.0,,
full,Decoder-Tail-FT,50,1.0,0.0,1.0,,
full,Decoder-Tail-FT,51,1.0,0.0,1.0,,
full,Decoder-Tail-FT,52,1.0,0.0,1.0,,
full,Decoder-Tail-FT,53,1.0,0.0,1.0,,
full,Decoder-Tail-FT,54,1.0,0.0,1.0,,
full,Decoder-Tail-FT,55,1.0,0.0,1.0,,
full,Decoder-Tail-FT,56,1.0,0.0,1.0,,
full,Decoder-Tail-FT,57,1.0,0.0,1.0,,
full,Decoder-Tail-FT,58,1.0,0.0,1.0,,
full,Decoder-Tail-FT,59,1.0,0.0,1.0,,
full,Decoder-Tail-FT,60,1.0,0.0,1.0,,
full,Decoder-Tail-FT,61,1.0,0.0,1.0,,
full,Decoder-Tail-FT,62,1.0,0.0,1.0,,
full,Decoder-Tail-FT,63,1.0,0.0,1.0,,
full,Decoder-Tail-FT,64,1.0,0.0,1.0,,
full,Decoder-Tail-FT,65,1.0,0.0,1.0,,
full,Decoder-Tail-FT,66,1.0,0.0,1.0,,
full,Decoder-Tail-FT,67,1.0,0.0,1.0,,
full,Decoder-Tail-FT,68,1.0,0.0,1.0,,
full,Decoder-Tail-FT,69,1.0,0.0,1.0,,
full,Decoder-Tail-FT,70,1.0,0.0,1.0,,
full,Decoder-Tail-FT,71,0.9666666388511658,0.03333336114883423,0.0,,
full,Decoder-Tail-FT,72,1.0,0.0,1.0,,
full,Decoder-Tail-FT,73,1.0,0.0,1.0,,
full,Decoder-Tail-FT,74,0.9666666388511658,0.03333336114883423,0.0,,
full,Decoder-Tail-FT,75,1.0,0.0,1.0,,
full,Decoder-Tail-FT,76,1.0,0.0,1.0,,
full,Decoder-Tail-FT,77,1.0,0.0,1.0,,
full,Decoder-Tail-FT,78,0.9333333373069763,0.06666666269302368,0.0,,
full,Decoder-Tail-FT,79,1.0,0.0,1.0,,
full,Decoder-Tail-FT,80,0.9666666388511658,0.03333336114883423,0.0,,
full,Decoder-Tail-FT,81,1.0,0.0,1.0,,
full,Decoder-Tail-FT,82,1.0,0.0,1.0,,
full,Decoder-Tail-FT,83,0.9666666388511658,0.03333336114883423,0.0,,
full,Decoder-Tail-FT,84,1.0,0.0,1.0,,
full,Decoder-Tail-FT,85,1.0,0.0,1.0,,
full,Decoder-Tail-FT,86,1.0,0.0,1.0,,
full,Decoder-Tail-FT,87,1.0,0.0,1.0,,
full,Decoder-Tail-FT,88,1.0,0.0,1.0,,
full,Decoder-Tail-FT,89,1.0,0.0,1.0,,
full,Decoder-Tail-FT,90,1.0,0.0,1.0,,
full,Decoder-Tail-FT,91,1.0,0.0,1.0,,
full,Decoder-Tail-FT,92,1.0,0.0,1.0,,
full,Decoder-Tail-FT,93,1.0,0.0,1.0,,
full,Decoder-Tail-FT,94,1.0,0.0,1.0,,
full,Decoder-Tail-FT,95,1.0,0.0,1.0,,
full,Decoder-Tail-FT,96,1.0,0.0,1.0,,
full,Decoder-Tail-FT,97,1.0,0.0,1.0,,
full,Decoder-Tail-FT,98,0.9666666388511658,0.03333336114883423,0.0,,
full,Decoder-Tail-FT,99,0.9666666388511658,0.03333336114883423,0.0,,
full,Decoder-Tail-FT,100,1.0,0.0,1.0,,
full,Decoder-Tail-FT,101,1.0,0.0,1.0,,
full,Decoder-Tail-FT,102,1.0,0.0,1.0,,
full,Decoder-Tail-FT,103,1.0,0.0,1.0,,
full,Decoder-Tail-FT,104,1.0,0.0,1.0,,
full,Decoder-Tail-FT,105,1.0,0.0,1.0,,
full,Decoder-Tail-FT,106,1.0,0.0,1.0,,
full,Decoder-Tail-FT,107,1.0,0.0,1.0,,
full,Decoder-Tail-FT,108,0.9666666388511658,0.03333336114883423,0.0,,
full,Decoder-Tail-FT,109,0.9666666388511658,0.03333336114883423,0.0,,
full,Decoder-Tail-FT,110,0.9333333373069763,0.06666666269302368,0.0,,
full,Decoder-Tail-FT,111,0.9666666388511658,0.03333336114883423,0.0,,
full,Decoder-Tail-FT,112,0.9666666388511658,0.03333336114883423,0.0,,
full,Decoder-Tail-FT,113,1.0,0.0,1.0,,
full,Decoder-Tail-FT,114,1.0,0.0,1.0,,
full,Decoder-Tail-FT,115,1.0,0.0,1.0,,
full,Decoder-Tail-FT,116,1.0,0.0,1.0,,
full,Decoder-Tail-FT,117,1.0,0.0,1.0,,
full,Decoder-Tail-FT,118,1.0,0.0,1.0,,
full,Decoder-Tail-FT,119,1.0,0.0,1.0,,
full,Decoder-Tail-FT,120,1.0,0.0,1.0,,
full,Decoder-Tail-FT,121,0.9666666388511658,0.03333336114883423,0.0,,
full,Decoder-Tail-FT,122,1.0,0.0,1.0,,
full,Decoder-Tail-FT,123,1.0,0.0,1.0,,
full,Decoder-Tail-FT,124,1.0,0.0,1.0,,
full,Decoder-Tail-FT,125,1.0,0.0,1.0,,
full,Decoder-Tail-FT,126,1.0,0.0,1.0,,
full,Decoder-Tail-FT,127,1.0,0.0,1.0,,
full,Decoder-Tail-FT,128,1.0,0.0,1.0,,
full,Decoder-Tail-FT,129,1.0,0.0,1.0,,
full,Decoder-Tail-FT,130,1.0,0.0,1.0,,
full,Decoder-Tail-FT,131,1.0,0.0,1.0,,
full,Decoder-Tail-FT,132,1.0,0.0,1.0,,
full,Decoder-Tail-FT,133,1.0,0.0,1.0,,
full,Decoder-Tail-FT,134,1.0,0.0,1.0,,
full,Decoder-Tail-FT,135,1.0,0.0,1.0,,
full,Decoder-Tail-FT,136,1.0,0.0,1.0,,
full,Decoder-Tail-FT,137,1.0,0.0,1.0,,
full,Decoder-Tail-FT,138,1.0,0.0,1.0,,
full,Decoder-Tail-FT,139,1.0,0.0,1.0,,
full,Decoder-Tail-FT,140,1.0,0.0,1.0,,
full,Decoder-Tail-FT,141,1.0,0.0,1.0,,
full,Decoder-Tail-FT,142,0.9666666388511658,0.03333336114883423,0.0,,
full,Decoder-Tail-FT,143,1.0,0.0,1.0,,
full,Oracle-Alignment,0,1.0,0.0,1.0,,
full,Oracle-Alignment,1,1.0,0.0,1.0,,
full,Oracle-Alignment,2,1.0,0.0,1.0,,
full,Oracle-Alignment,3,1.0,0.0,1.0,,
full,Oracle-Alignment,4,1.0,0.0,1.0,,
full,Oracle-Alignment,5,1.0,0.0,1.0,,
full,Oracle-Alignment,6,1.0,0.0,1.0,,
full,Oracle-Alignment,7,1.0,0.0,1.0,,
full,Oracle-Alignment,8,1.0,0.0,1.0,,
full,Oracle-Alignment,9,1.0,0.0,1.0,,
full,Oracle-Alignment,10,1.0,0.0,1.0,,
full,Oracle-Alignment,11,1.0,0.0,1.0,,
full,Oracle-Alignment,12,1.0,0.0,1.0,,
full,Oracle-Alignment,13,1.0,0.0,1.0,,
full,Oracle-Alignment,14,1.0,0.0,1.0,,
full,Oracle-Alignment,15,1.0,0.0,1.0,,
full,Oracle-Alignment,16,1.0,0.0,1.0,,
full,Oracle-Alignment,17,1.0,0.0,1.0,,
full,Oracle-Alignment,18,1.0,0.0,1.0,,
full,Oracle-Alignment,19,1.0,0.0,1.0,,
full,Oracle-Alignment,20,1.0,0.0,1.0,,
full,Oracle-Alignment,21,1.0,0.0,1.0,,
full,Oracle-Alignment,22,1.0,0.0,1.0,,
full,Oracle-Alignment,23,1.0,0.0,1.0,,
full,Oracle-Alignment,24,1.0,0.0,1.0,,
full,Oracle-Alignment,25,1.0,0.0,1.0,,
full,Oracle-Alignment,26,1.0,0.0,1.0,,
full,Oracle-Alignment,27,1.0,0.0,1.0,,
full,Oracle-Alignment,28,1.0,0.0,1.0,,
full,Oracle-Alignment,29,1.0,0.0,1.0,,
full,Oracle-Alignment,30,1.0,0.0,1.0,,
full,Oracle-Alignment,31,1.0,0.0,1.0,,
full,Oracle-Alignment,32,1.0,0.0,1.0,,
full,Oracle-Alignment,33,1.0,0.0,1.0,,
full,Oracle-Alignment,34,1.0,0.0,1.0,,
full,Oracle-Alignment,35,1.0,0.0,1.0,,
full,Oracle-Alignment,36,1.0,0.0,1.0,,
full,Oracle-Alignment,37,0.9666666388511658,0.03333336114883423,0.0,,
full,Oracle-Alignment,38,1.0,0.0,1.0,,
full,Oracle-Alignment,39,1.0,0.0,1.0,,
full,Oracle-Alignment,40,1.0,0.0,1.0,,
full,Oracle-Alignment,41,1.0,0.0,1.0,,
full,Oracle-Alignment,42,1.0,0.0,1.0,,
full,Oracle-Alignment,43,1.0,0.0,1.0,,
full,Oracle-Alignment,44,1.0,0.0,1.0,,
full,Oracle-Alignment,45,1.0,0.0,1.0,,
full,Oracle-Alignment,46,1.0,0.0,1.0,,
full,Oracle-Alignment,47,1.0,0.0,1.0,,
full,Oracle-Alignment,48,1.0,0.0,1.0,,
full,Oracle-Alignment,49,1.0,0.0,1.0,,
full,Oracle-Alignment,50,1.0,0.0,1.0,,
full,Oracle-Alignment,51,1.0,0.0,1.0,,
full,Oracle-Alignment,52,1.0,0.0,1.0,,
full,Oracle-Alignment,53,1.0,0.0,1.0,,
full,Oracle-Alignment,54,1.0,0.0,1.0,,
full,Oracle-Alignment,55,1.0,0.0,1.0,,
full,Oracle-Alignment,56,1.0,0.0,1.0,,
full,Oracle-Alignment,57,1.0,0.0,1.0,,
full,Oracle-Alignment,58,1.0,0.0,1.0,,
full,Oracle-Alignment,59,1.0,0.0,1.0,,
full,Oracle-Alignment,60,1.0,0.0,1.0,,
full,Oracle-Alignment,61,1.0,0.0,1.0,,
full,Oracle-Alignment,62,1.0,0.0,1.0,,
full,Oracle-Alignment,63,1.0,0.0,1.0,,
full,Oracle-Alignment,64,1.0,0.0,1.0,,
full,Oracle-Alignment,65,1.0,0.0,1.0,,
full,Oracle-Alignment,66,1.0,0.0,1.0,,
full,Oracle-Alignment,67,1.0,0.0,1.0,,
full,Oracle-Alignment,68,1.0,0.0,1.0,,
full,Oracle-Alignment,69,1.0,0.0,1.0,,
full,Oracle-Alignment,70,1.0,0.0,1.0,,
full,Oracle-Alignment,71,1.0,0.0,1.0,,
full,Oracle-Alignment,72,1.0,0.0,1.0,,
full,Oracle-Alignment,73,1.0,0.0,1.0,,
full,Oracle-Alignment,74,1.0,0.0,1.0,,
full,Oracle-Alignment,75,1.0,0.0,1.0,,
full,Oracle-Alignment,76,1.0,0.0,1.0,,
full,Oracle-Alignment,77,1.0,0.0,1.0,,
full,Oracle-Alignment,78,0.9666666388511658,0.03333336114883423,0.0,,
full,Oracle-Alignment,79,1.0,0.0,1.0,,
full,Oracle-Alignment,80,1.0,0.0,1.0,,
full,Oracle-Alignment,81,1.0,0.0,1.0,,
full,Oracle-Alignment,82,1.0,0.0,1.0,,
full,Oracle-Alignment,83,1.0,0.0,1.0,,
full,Oracle-Alignment,84,1.0,0.0,1.0,,
full,Oracle-Alignment,85,1.0,0.0,1.0,,
full,Oracle-Alignment,86,1.0,0.0,1.0,,
full,Oracle-Alignment,87,0.9666666388511658,0.03333336114883423,0.0,,
full,Oracle-Alignment,88,1.0,0.0,1.0,,
full,Oracle-Alignment,89,1.0,0.0,1.0,,
full,Oracle-Alignment,90,1.0,0.0,1.0,,
full,Oracle-Alignment,91,1.0,0.0,1.0,,
full,Oracle-Alignment,92,1.0,0.0,1.0,,
full,Oracle-Alignment,93,1.0,0.0,1.0,,
full,Oracle-Alignment,94,1.0,0.0,1.0,,
full,Oracle-Alignment,95,1.0,0.0,1.0,,
full,Oracle-Alignment,96,1.0,0.0,1.0,,
full,Oracle-Alignment,97,1.0,0.0,1.0,,
full,Oracle-Alignment,98,1.0,0.0,1.0,,
full,Oracle-Alignment,99,1.0,0.0,1.0,,
full,Oracle-Alignment,100,0.9666666388511658,0.03333336114883423,0.0,,
full,Oracle-Alignment,101,1.0,0.0,1.0,,
full,Oracle-Alignment,102,1.0,0.0,1.0,,
full,Oracle-Alignment,103,1.0,0.0,1.0,,
full,Oracle-Alignment,104,1.0,0.0,1.0,,
full,Oracle-Alignment,105,1.0,0.0,1.0,,
full,Oracle-Alignment,106,1.0,0.0,1.0,,
full,Oracle-Alignment,107,1.0,0.0,1.0,,
full,Oracle-Alignment,108,1.0,0.0,1.0,,
full,Oracle-Alignment,109,1.0,0.0,1.0,,
full,Oracle-Alignment,110,1.0,0.0,1.0,,
full,Oracle-Alignment,111,1.0,0.0,1.0,,
full,Oracle-Alignment,112,1.0,0.0,1.0,,
full,Oracle-Alignment,113,1.0,0.0,1.0,,
full,Oracle-Alignment,114,1.0,0.0,1.0,,
full,Oracle-Alignment,115,1.0,0.0,1.0,,
full,Oracle-Alignment,116,1.0,0.0,1.0,,
full,Oracle-Alignment,117,1.0,0.0,1.0,,
full,Oracle-Alignment,118,1.0,0.0,1.0,,
full,Oracle-Alignment,119,0.9666666388511658,0.03333336114883423,0.0,,
full,Oracle-Alignment,120,1.0,0.0,1.0,,
full,Oracle-Alignment,121,1.0,0.0,1.0,,
full,Oracle-Alignment,122,1.0,0.0,1.0,,
full,Oracle-Alignment,123,1.0,0.0,1.0,,
