fallback_mode,threshold,condition,bit_accuracy,message_accuracy,dcss_usage_rate
average,0.2041,crop50,0.9416666626930237,0.30000001192092896,1.0
average,0.2041,crop50_blur,0.9322222471237183,0.18333333730697632,1.0
average,0.2041,crop50_jpeg,0.6416666507720947,0.0,0.9666666388511658
average,0.2041,macro_average,0.8385185201962789,,
average,0.2042,crop50,0.9416666626930237,0.30000001192092896,1.0
average,0.2042,crop50_blur,0.9322222471237183,0.18333333730697632,1.0
average,0.2042,crop50_jpeg,0.6416666507720947,0.0,0.9666666388511658
average,0.2042,macro_average,0.8385185201962789,,
average,0.20429999999999998,crop50,0.9416666626930237,0.30000001192092896,1.0
average,0.20429999999999998,crop50_blur,0.9322222471237183,0.18333333730697632,1.0
average,0.20429999999999998,crop50_jpeg,0.6416666507720947,0.0,0.9666666388511658
average,0.20429999999999998,macro_average,0.8385185201962789,,
average,0.2044,crop50,0.9416666626930237,0.30000001192092896,1.0
average,0.2044,crop50_blur,0.9322222471237183,0.18333333730697632,1.0
average,0.2044,crop50_jpeg,0.6416666507720947,0.0,0.9666666388511658
average,0.2044,macro_average,0.8385185201962789,,
average,0.20450000000000002,crop50,0.9416666626930237,0.30000001192092896,1.0
average,0.20450000000000002,crop50_blur,0.9322222471237183,0.18333333730697632,1.0
average,0.20450000000000002,crop50_jpeg,0.6416666507720947,0.0,0.9666666388511658
average,0.20450000000000002,macro_average,0.8385185201962789,,
average,0.2046,crop50,0.9416666626930237,0.30000001192092896,1.0
average,0.2046,crop50_blur,0.9322222471237183,0.18333333730697632,1.0
average,0.2046,crop50_jpeg,0.6416666507720947,0.0,0.9666666388511658
average,0.2046,macro_average,0.8385185201962789,,
average,0.2047,crop50,0.9416666626930237,0.30000001192092896,1.0
average,0.2047,crop50_blur,0.9322222471237183,0.18333333730697632,1.0
average,0.2047,crop50_jpeg,0.6416666507720947,0.0,0.9666666388511658
average,0.2047,macro_average,0.8385185201962789,,
average,0.20479999999999998,crop50,0.9416666626930237,0.30000001192092896,1.0
average,0.20479999999999998,crop50_blur,0.9322222471237183,0.18333333730697632,1.0
average,0.20479999999999998,crop50_jpeg,0.6416666507720947,0.0,0.9666666388511658
average,0.20479999999999998,macro_average,0.8385185201962789,,
average,0.2049,crop50,0.9416666626930237,0.30000001192092896,1.0
average,0.2049,crop50_blur,0.9322222471237183,0.18333333730697632,1.0
average,0.2049,crop50_jpeg,0.6416666507720947,0.0,0.9666666388511658
average,0.2049,macro_average,0.8385185201962789,,
average,0.20500000000000002,crop50,0.9416666626930237,0.30000001192092896,1.0
average,0.20500000000000002,crop50_blur,0.9322222471237183,0.18333333730697632,1.0
average,0.20500000000000002,crop50_jpeg,0.6416666507720947,0.0,0.9666666388511658
average,0.20500000000000002,macro_average,0.8385185201962789,,
average,0.2051,crop50,0.9416666626930237,0.30000001192092896,1.0
average,0.2051,crop50_blur,0.9322222471237183,0.18333333730697632,1.0
average,0.2051,crop50_jpeg,0.6416666507720947,0.0,0.9666666388511658
average,0.2051,macro_average,0.8385185201962789,,
average,0.2052,crop50,0.9416666626930237,0.30000001192092896,1.0
average,0.2052,crop50_blur,0.9322222471237183,0.18333333730697632,1.0
average,0.2052,crop50_jpeg,0.6416666507720947,0.0,0.9666666388511658
average,0.2052,macro_average,0.8385185201962789,,
average,0.20529999999999998,crop50,0.9416666626930237,0.30000001192092896,1.0
average,0.20529999999999998,crop50_blur,0.9322222471237183,0.18333333730697632,1.0
average,0.20529999999999998,crop50_jpeg,0.6416666507720947,0.0,0.9666666388511658
average,0.20529999999999998,macro_average,0.8385185201962789,,
average,0.2054,crop50,0.9416666626930237,0.30000001192092896,1.0
average,0.2054,crop50_blur,0.9322222471237183,0.18333333730697632,1.0
average,0.2054,crop50_jpeg,0.6416666507720947,0.0,0.9666666388511658
average,0.2054,macro_average,0.8385185201962789,,
average,0.20550000000000002,crop50,0.9416666626930237,0.30000001192092896,1.0
average,0.20550000000000002,crop50_blur,0.9322222471237183,0.18333333730697632,1.0
average,0.20550000000000002,crop50_jpeg,0.6416666507720947,0.0,0.9666666388511658
average,0.20550000000000002,macro_average,0.8385185201962789,,
average,0.2056,crop50,0.9416666626930237,0.30000001192092896,1.0
average,0.2056,crop50_blur,0.9322222471237183,0.18333333730697632,1.0
average,0.2056,crop50_jpeg,0.6416666507720947,0.0,0.9666666388511658
average,0.2056,macro_average,0.8385185201962789,,
average,0.2057,crop50,0.9416666626930237,0.30000001192092896,1.0
average,0.2057,crop50_blur,0.9322222471237183,0.18333333730697632,1.0
average,0.2057,crop50_jpeg,0.6416666507720947,0.0,0.9666666388511658
average,0.2057,macro_average,0.8385185201962789,,
average,0.20579999999999998,crop50,0.9416666626930237,0.30000001192092896,1.0
average,0.20579999999999998,crop50_blur,0.9322222471237183,0.18333333730697632,1.0
average,0.20579999999999998,crop50_jpeg,0.6416666507720947,0.0,0.9666666388511658
average,0.20579999999999998,macro_average,0.8385185201962789,,
average,0.2059,crop50,0.9416666626930237,0.30000001192092896,1.0
average,0.2059,crop50_blur,0.9322222471237183,0.18333333730697632,1.0
average,0.2059,crop50_jpeg,0.6416666507720947,0.0,0.9666666388511658
average,0.2059,macro_average,0.8385185201962789,,
average,0.20600000000000002,crop50,0.9416666626930237,0.30000001192092896,1.0
average,0.20600000000000002,crop50_blur,0.9322222471237183,0.18333333730697632,1.0
average,0.20600000000000002,crop50_jpeg,0.6416666507720947,0.0,0.9666666388511658
average,0.20600000000000002,macro_average,0.8385185201962789,,
average,0.2061,crop50,0.9416666626930237,0.30000001192092896,1.0
average,0.2061,crop50_blur,0.9322222471237183,0.18333333730697632,1.0
average,0.2061,crop50_jpeg,0.6416666507720947,0.0,0.9666666388511658
average,0.2061,macro_average,0.8385185201962789,,
average,0.2062,crop50,0.9416666626930237,0.30000001192092896,1.0
average,0.2062,crop50_blur,0.9322222471237183,0.18333333730697632,1.0
average,0.2062,crop50_jpeg,0.6416666507720947,0.0,0.9666666388511658
average,0.2062,macro_average,0.8385185201962789,,
average,0.20629999999999998,crop50,0.9416666626930237,0.30000001192092896,1.0
average,0.20629999999999998,crop50_blur,0.9322222471237183,0.18333333730697632,1.0
average,0.20629999999999998,crop50_jpeg,0.6416666507720947,0.0,0.9666666388511658
average,0.20629999999999998,macro_average,0.8385185201962789,,
average,0.2064,crop50,0.9416666626930237,0.30000001192092896,1.0
average,0.2064,crop50_blur,0.9322222471237183,0.18333333730697632,1.0
average,0.2064,crop50_jpeg,0.6416666507720947,0.0,0.9666666388511658
average,0.2064,macro_average,0.8385185201962789,,
average,0.20650000000000002,crop50,0.9416666626930237,0.30000001192092896,1.0
average,0.20650000000000002,crop50_blur,0.9322222471237183,0.18333333730697632,1.0
average,0.20650000000000002,crop50_jpeg,0.6416666507720947,0.0,0.9666666388511658
average,0.20650000000000002,macro_average,0.8385185201962789,,
average,0.2066,crop50,0.9416666626930237,0.30000001192092896,1.0
average,0.2066,crop50_blur,0.9322222471237183,0.18333333730697632,1.0
average,0.2066,crop50_jpeg,0.6411111354827881,0.0,0.9750000238418579
average,0.2066,macro_average,0.8383333484331766,,
average,0.2067,crop50,0.9416666626930237,0.30000001192092896,1.0
average,0.2067,crop50_blur,0.9322222471237183,0.18333333730697632,1.0
average,0.2067,crop50_jpeg,0.6411111354827881,0.0,0.9750000238418579
average,0.2067,macro_average,0.8383333484331766,,
average,0.20679999999999998,crop50,0.9416666626930237,0.30000001192092896,1.0
average,0.20679999999999998,crop50_blur,0.9322222471237183,0.18333333730697632,1.0
average,0.20679999999999998,crop50_jpeg,0.6411111354827881,0.0,0.9750000238418579
average,0.20679999999999998,macro_average,0.8383333484331766,,
average,0.2069,crop50,0.9416666626930237,0.30000001192092896,1.0
average,0.2069,crop50_blur,0.9322222471237183,0.18333333730697632,1.0
average,0.2069,crop50_jpeg,0.6411111354827881,0.0,0.9750000238418579
average,0.2069,macro_average,0.8383333484331766,,
average,0.20700000000000002,crop50,0.9416666626930237,0.30000001192092896,1.0
average,0.20700000000000002,crop50_blur,0.9322222471237183,0.18333333730697632,1.0
average,0.20700000000000002,crop50_jpeg,0.6411111354827881,0.0,0.9750000238418579
average,0.20700000000000002,macro_average,0.8383333484331766,,
average,0.2071,crop50,0.9416666626930237,0.30000001192092896,1.0
average,0.2071,crop50_blur,0.9322222471237183,0.18333333730697632,1.0
average,0.2071,crop50_jpeg,0.6411111354827881,0.0,0.9750000238418579
average,0.2071,macro_average,0.8383333484331766,,
average,0.2072,crop50,0.9416666626930237,0.30000001192092896,1.0
average,0.2072,crop50_blur,0.9322222471237183,0.18333333730697632,1.0
average,0.2072,crop50_jpeg,0.6411111354827881,0.0,0.9750000238418579
average,0.2072,macro_average,0.8383333484331766,,
average,0.20729999999999998,crop50,0.9416666626930237,0.30000001192092896,1.0
average,0.20729999999999998,crop50_blur,0.9322222471237183,0.18333333730697632,1.0
average,0.20729999999999998,crop50_jpeg,0.6411111354827881,0.0,0.9750000238418579
average,0.20729999999999998,macro_average,0.8383333484331766,,
average,0.2074,crop50,0.9416666626930237,0.30000001192092896,1.0
average,0.2074,crop50_blur,0.9322222471237183,0.18333333730697632,1.0
average,0.2074,crop50_jpeg,0.6411111354827881,0.0,0.9750000238418579
average,0.2074,macro_average,0.8383333484331766,,
average,0.20750000000000002,crop50,0.9416666626930237,0.30000001192092896,1.0
average,0.20750000000000002,crop50_blur,0.9322222471237183,0.18333333730697632,1.0
average,0.20750000000000002,crop50_jpeg,0.6411111354827881,0.0,0.9750000238418579
average,0.20750000000000002,macro_average,0.8383333484331766,,
average,0.2076,crop50,0.9416666626930237,0.30000001192092896,1.0
average,0.2076,crop50_blur,0.9322222471237183,0.18333333730697632,1.0
average,0.2076,crop50_jpeg,0.6413888931274414,0.0,0.9833333492279053
average,0.2076,macro_average,0.8384259343147278,,
average,0.2077,crop50,0.9416666626930237,0.30000001192092896,1.0
average,0.2077,crop50_blur,0.9322222471237183,0.18333333730697632,1.0
average,0.2077,crop50_jpeg,0.6413888931274414,0.0,0.9833333492279053
average,0.2077,macro_average,0.8384259343147278,,
average,0.20779999999999998,crop50,0.9416666626930237,0.30000001192092896,1.0
average,0.20779999999999998,crop50_blur,0.9322222471237183,0.18333333730697632,1.0
average,0.20779999999999998,crop50_jpeg,0.6413888931274414,0.0,0.9833333492279053
average,0.20779999999999998,macro_average,0.8384259343147278,,
average,0.2079,crop50,0.9416666626930237,0.30000001192092896,1.0
average,0.2079,crop50_blur,0.9322222471237183,0.18333333730697632,1.0
average,0.2079,crop50_jpeg,0.6413888931274414,0.0,0.9833333492279053
average,0.2079,macro_average,0.8384259343147278,,
average,0.20800000000000002,crop50,0.9416666626930237,0.30000001192092896,1.0
average,0.20800000000000002,crop50_blur,0.9322222471237183,0.18333333730697632,1.0
average,0.20800000000000002,crop50_jpeg,0.6413888931274414,0.0,0.9833333492279053
average,0.20800000000000002,macro_average,0.8384259343147278,,
average,0.2081,crop50,0.9416666626930237,0.30000001192092896,1.0
average,0.2081,crop50_blur,0.9322222471237183,0.18333333730697632,1.0
average,0.2081,crop50_jpeg,0.6413888931274414,0.0,0.9833333492279053
average,0.2081,macro_average,0.8384259343147278,,
average,0.2082,crop50,0.9416666626930237,0.30000001192092896,1.0
average,0.2082,crop50_blur,0.9322222471237183,0.18333333730697632,1.0
average,0.2082,crop50_jpeg,0.6416666507720947,0.0,0.9916666746139526
average,0.2082,macro_average,0.8385185201962789,,
average,0.20829999999999999,crop50,0.9416666626930237,0.30000001192092896,1.0
average,0.20829999999999999,crop50_blur,0.9322222471237183,0.18333333730697632,1.0
average,0.20829999999999999,crop50_jpeg,0.6416666507720947,0.0,0.9916666746139526
average,0.20829999999999999,macro_average,0.8385185201962789,,
average,0.2084,crop50,0.9416666626930237,0.30000001192092896,1.0
average,0.2084,crop50_blur,0.9322222471237183,0.18333333730697632,1.0
average,0.2084,crop50_jpeg,0.6416666507720947,0.0,0.9916666746139526
average,0.2084,macro_average,0.8385185201962789,,
average,0.20850000000000002,crop50,0.9416666626930237,0.30000001192092896,1.0
average,0.20850000000000002,crop50_blur,0.9322222471237183,0.18333333730697632,1.0
average,0.20850000000000002,crop50_jpeg,0.6416666507720947,0.0,0.9916666746139526
average,0.20850000000000002,macro_average,0.8385185201962789,,
average,0.2086,crop50,0.9416666626930237,0.30000001192092896,1.0
average,0.2086,crop50_blur,0.9322222471237183,0.18333333730697632,1.0
average,0.2086,crop50_jpeg,0.6416666507720947,0.0,0.9916666746139526
average,0.2086,macro_average,0.8385185201962789,,
average,0.2087,crop50,0.9416666626930237,0.30000001192092896,1.0
average,0.2087,crop50_blur,0.9322222471237183,0.18333333730697632,1.0
average,0.2087,crop50_jpeg,0.6416666507720947,0.0,0.9916666746139526
average,0.2087,macro_average,0.8385185201962789,,
average,0.20879999999999999,crop50,0.9416666626930237,0.30000001192092896,1.0
average,0.20879999999999999,crop50_blur,0.9322222471237183,0.18333333730697632,1.0
average,0.20879999999999999,crop50_jpeg,0.6416666507720947,0.0,0.9916666746139526
average,0.20879999999999999,macro_average,0.8385185201962789,,
average,0.2089,crop50,0.9416666626930237,0.30000001192092896,1.0
average,0.2089,crop50_blur,0.9322222471237183,0.18333333730697632,1.0
average,0.2089,crop50_jpeg,0.6416666507720947,0.0,0.9916666746139526
average,0.2089,macro_average,0.8385185201962789,,
average,0.20900000000000002,crop50,0.9416666626930237,0.30000001192092896,1.0
average,0.20900000000000002,crop50_blur,0.9322222471237183,0.18333333730697632,1.0
average,0.20900000000000002,crop50_jpeg,0.6416666507720947,0.0,0.9916666746139526
average,0.20900000000000002,macro_average,0.8385185201962789,,
average,0.2091,crop50,0.9416666626930237,0.30000001192092896,1.0
average,0.2091,crop50_blur,0.9322222471237183,0.18333333730697632,1.0
average,0.2091,crop50_jpeg,0.6416666507720947,0.0,0.9916666746139526
average,0.2091,macro_average,0.8385185201962789,,
average,0.2092,crop50,0.9416666626930237,0.30000001192092896,1.0
average,0.2092,crop50_blur,0.9322222471237183,0.18333333730697632,1.0
average,0.2092,crop50_jpeg,0.6416666507720947,0.0,0.9916666746139526
average,0.2092,macro_average,0.8385185201962789,,
average,0.20929999999999999,crop50,0.9416666626930237,0.30000001192092896,1.0
average,0.20929999999999999,crop50_blur,0.9322222471237183,0.18333333730697632,1.0
average,0.20929999999999999,crop50_jpeg,0.6416666507720947,0.0,0.9916666746139526
average,0.20929999999999999,macro_average,0.8385185201962789,,
average,0.2094,crop50,0.9416666626930237,0.30000001192092896,1.0
average,0.2094,crop50_blur,0.9322222471237183,0.18333333730697632,1.0
average,0.2094,crop50_jpeg,0.6416666507720947,0.0,0.9916666746139526
average,0.2094,macro_average,0.8385185201962789,,
average,0.20950000000000002,crop50,0.9416666626930237,0.30000001192092896,1.0
average,0.20950000000000002,crop50_blur,0.9322222471237183,0.18333333730697632,1.0
average,0.20950000000000002,crop50_jpeg,0.6416666507720947,0.0,0.9916666746139526
average,0.20950000000000002,macro_average,0.8385185201962789,,
average,0.2096,crop50,0.9416666626930237,0.30000001192092896,1.0
average,0.2096,crop50_blur,0.9322222471237183,0.18333333730697632,1.0
average,0.2096,crop50_jpeg,0.6416666507720947,0.0,0.9916666746139526
average,0.2096,macro_average,0.8385185201962789,,
average,0.2097,crop50,0.9416666626930237,0.30000001192092896,1.0
average,0.2097,crop50_blur,0.9322222471237183,0.18333333730697632,1.0
average,0.2097,crop50_jpeg,0.6416666507720947,0.0,0.9916666746139526
average,0.2097,macro_average,0.8385185201962789,,
average,0.2098,crop50,0.9416666626930237,0.30000001192092896,1.0
average,0.2098,crop50_blur,0.9322222471237183,0.18333333730697632,1.0
average,0.2098,crop50_jpeg,0.6416666507720947,0.0,0.9916666746139526
average,0.2098,macro_average,0.8385185201962789,,
average,0.2099,crop50,0.9416666626930237,0.30000001192092896,1.0
average,0.2099,crop50_blur,0.9322222471237183,0.18333333730697632,1.0
average,0.2099,crop50_jpeg,0.6416666507720947,0.0,0.9916666746139526
average,0.2099,macro_average,0.8385185201962789,,
average,0.21000000000000002,crop50,0.9416666626930237,0.30000001192092896,1.0
average,0.21000000000000002,crop50_blur,0.9322222471237183,0.18333333730697632,1.0
average,0.21000000000000002,crop50_jpeg,0.6416666507720947,0.0,0.9916666746139526
average,0.21000000000000002,macro_average,0.8385185201962789,,
average,0.2101,crop50,0.9416666626930237,0.30000001192092896,1.0
average,0.2101,crop50_blur,0.9322222471237183,0.18333333730697632,1.0
average,0.2101,crop50_jpeg,0.6416666507720947,0.0,0.9916666746139526
average,0.2101,macro_average,0.8385185201962789,,
average,0.2102,crop50,0.9416666626930237,0.30000001192092896,1.0
average,0.2102,crop50_blur,0.9322222471237183,0.18333333730697632,1.0
average,0.2102,crop50_jpeg,0.6416666507720947,0.0,0.9916666746139526
average,0.2102,macro_average,0.8385185201962789,,
average,0.2103,crop50,0.9416666626930237,0.30000001192092896,1.0
average,0.2103,crop50_blur,0.9322222471237183,0.18333333730697632,1.0
average,0.2103,crop50_jpeg,0.6416666507720947,0.0,0.9916666746139526
average,0.2103,macro_average,0.8385185201962789,,
average,0.2104,crop50,0.9416666626930237,0.30000001192092896,1.0
average,0.2104,crop50_blur,0.9322222471237183,0.18333333730697632,1.0
average,0.2104,crop50_jpeg,0.6416666507720947,0.0,0.9916666746139526
average,0.2104,macro_average,0.8385185201962789,,
average,0.21050000000000002,crop50,0.9416666626930237,0.30000001192092896,1.0
average,0.21050000000000002,crop50_blur,0.9322222471237183,0.18333333730697632,1.0
average,0.21050000000000002,crop50_jpeg,0.6416666507720947,0.0,0.9916666746139526
average,0.21050000000000002,macro_average,0.8385185201962789,,
average,0.2106,crop50,0.9416666626930237,0.30000001192092896,1.0
average,0.2106,crop50_blur,0.9322222471237183,0.18333333730697632,1.0
average,0.2106,crop50_jpeg,0.6416666507720947,0.0,0.9916666746139526
average,0.2106,macro_average,0.8385185201962789,,
average,0.2107,crop50,0.9416666626930237,0.30000001192092896,1.0
average,0.2107,crop50_blur,0.9322222471237183,0.18333333730697632,1.0
average,0.2107,crop50_jpeg,0.6416666507720947,0.0,0.9916666746139526
average,0.2107,macro_average,0.8385185201962789,,
average,0.2108,crop50,0.9416666626930237,0.30000001192092896,1.0
average,0.2108,crop50_blur,0.9322222471237183,0.18333333730697632,1.0
average,0.2108,crop50_jpeg,0.6416666507720947,0.0,0.9916666746139526
average,0.2108,macro_average,0.8385185201962789,,
average,0.2109,crop50,0.9416666626930237,0.30000001192092896,1.0
average,0.2109,crop50_blur,0.9322222471237183,0.18333333730697632,1.0
average,0.2109,crop50_jpeg,0.6416666507720947,0.0,0.9916666746139526
average,0.2109,macro_average,0.8385185201962789,,
average,0.211,crop50,0.9416666626930237,0.30000001192092896,1.0
average,0.211,crop50_blur,0.9322222471237183,0.18333333730697632,1.0
average,0.211,crop50_jpeg,0.6416666507720947,0.0,0.9916666746139526
average,0.211,macro_average,0.8385185201962789,,
average,0.2111,crop50,0.9416666626930237,0.30000001192092896,1.0
average,0.2111,crop50_blur,0.9322222471237183,0.18333333730697632,1.0
average,0.2111,crop50_jpeg,0.6416666507720947,0.0,0.9916666746139526
average,0.2111,macro_average,0.8385185201962789,,
average,0.2112,crop50,0.9416666626930237,0.30000001192092896,1.0
average,0.2112,crop50_blur,0.9322222471237183,0.18333333730697632,1.0
average,0.2112,crop50_jpeg,0.6416666507720947,0.0,0.9916666746139526
average,0.2112,macro_average,0.8385185201962789,,
average,0.2113,crop50,0.9416666626930237,0.30000001192092896,1.0
average,0.2113,crop50_blur,0.9322222471237183,0.18333333730697632,1.0
average,0.2113,crop50_jpeg,0.6416666507720947,0.0,0.9916666746139526
average,0.2113,macro_average,0.8385185201962789,,
average,0.2114,crop50,0.9416666626930237,0.30000001192092896,1.0
average,0.2114,crop50_blur,0.9322222471237183,0.18333333730697632,1.0
average,0.2114,crop50_jpeg,0.6416666507720947,0.0,0.9916666746139526
average,0.2114,macro_average,0.8385185201962789,,
average,0.2115,crop50,0.9416666626930237,0.30000001192092896,1.0
average,0.2115,crop50_blur,0.9322222471237183,0.18333333730697632,1.0
average,0.2115,crop50_jpeg,0.6416666507720947,0.0,0.9916666746139526
average,0.2115,macro_average,0.8385185201962789,,
average,0.2116,crop50,0.9416666626930237,0.30000001192092896,1.0
average,0.2116,crop50_blur,0.9322222471237183,0.18333333730697632,1.0
average,0.2116,crop50_jpeg,0.6416666507720947,0.0,0.9916666746139526
average,0.2116,macro_average,0.8385185201962789,,
average,0.2117,crop50,0.9416666626930237,0.30000001192092896,1.0
average,0.2117,crop50_blur,0.9322222471237183,0.18333333730697632,1.0
average,0.2117,crop50_jpeg,0.6416666507720947,0.0,0.9916666746139526
average,0.2117,macro_average,0.8385185201962789,,
average,0.2118,crop50,0.9416666626930237,0.30000001192092896,1.0
average,0.2118,crop50_blur,0.9322222471237183,0.18333333730697632,1.0
average,0.2118,crop50_jpeg,0.6416666507720947,0.0,0.9916666746139526
average,0.2118,macro_average,0.8385185201962789,,
average,0.2119,crop50,0.9416666626930237,0.30000001192092896,1.0
average,0.2119,crop50_blur,0.9322222471237183,0.18333333730697632,1.0
average,0.2119,crop50_jpeg,0.6416666507720947,0.0,0.9916666746139526
average,0.2119,macro_average,0.8385185201962789,,
average,0.212,crop50,0.9416666626930237,0.30000001192092896,1.0
average,0.212,crop50_blur,0.9322222471237183,0.18333333730697632,1.0
average,0.212,crop50_jpeg,0.6416666507720947,0.0,0.9916666746139526
average,0.212,macro_average,0.8385185201962789,,
average,0.2121,crop50,0.9416666626930237,0.30000001192092896,1.0
average,0.2121,crop50_blur,0.9322222471237183,0.18333333730697632,1.0
average,0.2121,crop50_jpeg,0.6416666507720947,0.0,0.9916666746139526
average,0.2121,macro_average,0.8385185201962789,,
average,0.2122,crop50,0.9416666626930237,0.30000001192092896,1.0
average,0.2122,crop50_blur,0.9322222471237183,0.18333333730697632,1.0
average,0.2122,crop50_jpeg,0.6416666507720947,0.0,0.9916666746139526
average,0.2122,macro_average,0.8385185201962789,,
average,0.2123,crop50,0.9416666626930237,0.30000001192092896,1.0
average,0.2123,crop50_blur,0.9322222471237183,0.18333333730697632,1.0
average,0.2123,crop50_jpeg,0.6416666507720947,0.0,0.9916666746139526
average,0.2123,macro_average,0.8385185201962789,,
average,0.2124,crop50,0.9416666626930237,0.30000001192092896,1.0
average,0.2124,crop50_blur,0.9322222471237183,0.18333333730697632,1.0
average,0.2124,crop50_jpeg,0.6416666507720947,0.0,0.9916666746139526
average,0.2124,macro_average,0.8385185201962789,,
average,0.2125,crop50,0.9416666626930237,0.30000001192092896,1.0
average,0.2125,crop50_blur,0.9322222471237183,0.18333333730697632,1.0
average,0.2125,crop50_jpeg,0.6416666507720947,0.0,0.9916666746139526
average,0.2125,macro_average,0.8385185201962789,,
average,0.2126,crop50,0.9416666626930237,0.30000001192092896,1.0
average,0.2126,crop50_blur,0.9322222471237183,0.18333333730697632,1.0
average,0.2126,crop50_jpeg,0.6416666507720947,0.0,0.9916666746139526
average,0.2126,macro_average,0.8385185201962789,,
average,0.2127,crop50,0.9416666626930237,0.30000001192092896,1.0
average,0.2127,crop50_blur,0.9322222471237183,0.18333333730697632,1.0
average,0.2127,crop50_jpeg,0.6416666507720947,0.0,0.9916666746139526
average,0.2127,macro_average,0.8385185201962789,,
average,0.2128,crop50,0.9416666626930237,0.30000001192092896,1.0
average,0.2128,crop50_blur,0.9322222471237183,0.18333333730697632,1.0
average,0.2128,crop50_jpeg,0.6416666507720947,0.0,0.9916666746139526
average,0.2128,macro_average,0.8385185201962789,,
average,0.2129,crop50,0.9416666626930237,0.30000001192092896,1.0
average,0.2129,crop50_blur,0.9322222471237183,0.18333333730697632,1.0
average,0.2129,crop50_jpeg,0.6416666507720947,0.0,0.9916666746139526
average,0.2129,macro_average,0.8385185201962789,,
average,0.213,crop50,0.9416666626930237,0.30000001192092896,1.0
average,0.213,crop50_blur,0.9322222471237183,0.18333333730697632,1.0
average,0.213,crop50_jpeg,0.6436111330986023,0.0,1.0
average,0.213,macro_average,0.8391666809717814,,
average,0.2131,crop50,0.9416666626930237,0.30000001192092896,1.0
average,0.2131,crop50_blur,0.9322222471237183,0.18333333730697632,1.0
average,0.2131,crop50_jpeg,0.6436111330986023,0.0,1.0
average,0.2131,macro_average,0.8391666809717814,,
average,0.2132,crop50,0.9416666626930237,0.30000001192092896,1.0
average,0.2132,crop50_blur,0.9322222471237183,0.18333333730697632,1.0
average,0.2132,crop50_jpeg,0.6436111330986023,0.0,1.0
average,0.2132,macro_average,0.8391666809717814,,
average,0.2133,crop50,0.9416666626930237,0.30000001192092896,1.0
average,0.2133,crop50_blur,0.9322222471237183,0.18333333730697632,1.0
average,0.2133,crop50_jpeg,0.6436111330986023,0.0,1.0
average,0.2133,macro_average,0.8391666809717814,,
average,0.2134,crop50,0.9416666626930237,0.30000001192092896,1.0
average,0.2134,crop50_blur,0.9322222471237183,0.18333333730697632,1.0
average,0.2134,crop50_jpeg,0.6436111330986023,0.0,1.0
average,0.2134,macro_average,0.8391666809717814,,
average,0.2135,crop50,0.9416666626930237,0.30000001192092896,1.0
average,0.2135,crop50_blur,0.9322222471237183,0.18333333730697632,1.0
average,0.2135,crop50_jpeg,0.6436111330986023,0.0,1.0
average,0.2135,macro_average,0.8391666809717814,,
average,0.2136,crop50,0.9416666626930237,0.30000001192092896,1.0
average,0.2136,crop50_blur,0.9322222471237183,0.18333333730697632,1.0
average,0.2136,crop50_jpeg,0.6436111330986023,0.0,1.0
average,0.2136,macro_average,0.8391666809717814,,
average,0.2137,crop50,0.9416666626930237,0.30000001192092896,1.0
average,0.2137,crop50_blur,0.9322222471237183,0.18333333730697632,1.0
average,0.2137,crop50_jpeg,0.6436111330986023,0.0,1.0
average,0.2137,macro_average,0.8391666809717814,,
average,0.2138,crop50,0.9416666626930237,0.30000001192092896,1.0
average,0.2138,crop50_blur,0.9322222471237183,0.18333333730697632,1.0
average,0.2138,crop50_jpeg,0.6436111330986023,0.0,1.0
average,0.2138,macro_average,0.8391666809717814,,
average,0.2139,crop50,0.9416666626930237,0.30000001192092896,1.0
average,0.2139,crop50_blur,0.9322222471237183,0.18333333730697632,1.0
average,0.2139,crop50_jpeg,0.6436111330986023,0.0,1.0
average,0.2139,macro_average,0.8391666809717814,,
average,0.214,crop50,0.9416666626930237,0.30000001192092896,1.0
average,0.214,crop50_blur,0.9322222471237183,0.18333333730697632,1.0
average,0.214,crop50_jpeg,0.6436111330986023,0.0,1.0
average,0.214,macro_average,0.8391666809717814,,
average,0.2141,crop50,0.9416666626930237,0.30000001192092896,1.0
average,0.2141,crop50_blur,0.9322222471237183,0.18333333730697632,1.0
average,0.2141,crop50_jpeg,0.6436111330986023,0.0,1.0
average,0.2141,macro_average,0.8391666809717814,,
average,0.2142,crop50,0.9416666626930237,0.30000001192092896,1.0
average,0.2142,crop50_blur,0.9322222471237183,0.18333333730697632,1.0
average,0.2142,crop50_jpeg,0.6436111330986023,0.0,1.0
average,0.2142,macro_average,0.8391666809717814,,
average,0.2143,crop50,0.9416666626930237,0.30000001192092896,1.0
average,0.2143,crop50_blur,0.9322222471237183,0.18333333730697632,1.0
average,0.2143,crop50_jpeg,0.6436111330986023,0.0,1.0
average,0.2143,macro_average,0.8391666809717814,,
average,0.21439999999999998,crop50,0.9416666626930237,0.30000001192092896,1.0
average,0.21439999999999998,crop50_blur,0.9322222471237183,0.18333333730697632,1.0
average,0.21439999999999998,crop50_jpeg,0.6436111330986023,0.0,1.0
average,0.21439999999999998,macro_average,0.8391666809717814,,
average,0.2145,crop50,0.9416666626930237,0.30000001192092896,1.0
average,0.2145,crop50_blur,0.9322222471237183,0.18333333730697632,1.0
average,0.2145,crop50_jpeg,0.6436111330986023,0.0,1.0
average,0.2145,macro_average,0.8391666809717814,,
